name,price,descrption_link,img_link,jumia_express,old_price,decrease_percentage,n_stars,n_votes,main_category
White Label Fer à repasser 1000W,5 990 FCFA,https://www.jumia.sn/fer-a-repasser-1000w-white-label-mpg5702.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/48013/1.jpg?9704,False,10 000 FCFA,40%,3.6 out of 5,(28),Electroménager
Global Air Ventilateur Sur Pied 10 pouces - Global Air - Noir,7 900 FCFA,https://www.jumia.sn/global-air-ventilateur-sur-pied-10-pouces-global-air-noir-38574.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/583/1.jpg?6102,True,11 900 FCFA,34%,3.4 out of 5,(19),Maison et bureau
Generic Fer à Repasser à Vapeur - 1600 W - Bleu,4 500 FCFA,https://www.jumia.sn/fer-a-repasser-a-vapeur-1600-w-bleu-generic-mpg33500.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/75016/1.jpg?0540,True,9 349 FCFA,52%,3.8 out of 5,(126),Maison et bureau
SMART TECHNOLOGY Machine à Café + 2 tasses - 0.24L -STPE-1202C - 450W - Noir,9 900 FCFA,https://www.jumia.sn/smart-technology-machine-a-cafe-2-tasses-0.24l-stpe-1202c-450w-noir-9902214.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/22099/1.jpg?7867,True,15 000 FCFA,34%,3.4 out of 5,(65),Maison et bureau
Generic Fer A Repasser A Vapeur - Pour Voyage - Puissance 220V - Blanc/ Bleu,4 703 FCFA,https://www.jumia.sn/fer-a-repasser-a-vapeur-pour-voyage-puissance-220v-blanc-bleu-generic-mpg46055.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/51488/1.jpg?9372,True,9 222 FCFA,49%,3.4 out of 5,(51),Maison et bureau
Generic Robinet Intelligent-noir,2 998 FCFA,https://www.jumia.sn/generic-robinet-intelligent-noir-9096408.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/46909/1.jpg?4200,True,5 196 FCFA,42%,3.9 out of 5,(23),Maison et bureau
Simfer Cuisinière à Gaz - 4Feux 50×50 gris - Garantie 1 an,69 900 FCFA,https://www.jumia.sn/simfer-cuisiniere-a-gaz-4feux-5050-gris-garantie-1-an-10039347.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/393001/1.jpg?0442,True,85 000 FCFA,18%,,,Maison et bureau
Generic Lots of 3 Sac à Dos pour Ordinateur,5 688 FCFA,https://www.jumia.sn/generic-lots-of-3-sac-a-dos-pour-ordinateur-8934746.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/74398/1.jpg?7079,True,11 153 FCFA,49%,,,Maison et bureau
Lot de 50 Sacs JUMIA Avec Anse Petit Format – 25 x 35cm,3 000 FCFA,https://www.jumia.sn/jumia-lot-de-50-sacs-jumia-avec-anse-petit-format-25-x-35cm-9753219.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/23579/1.jpg?3024,True,5 000 FCFA,40%,4.1 out of 5,(21),Maison et bureau
Astech Air cooler 16 litres - CP16NG-AL,49 900 FCFA,https://www.jumia.sn/astech-air-cooler-16-litres-cp16ng-al-10028447.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/482001/1.jpg?4645,True,75 000 FCFA,33%,,,Maison et bureau
SMART TECHNOLOGY Split Éco Anti Corrosion Et Purificateur 1.25 CV9000BTU-Blanc-Garantie12mois,129 000 FCFA,https://www.jumia.sn/smart-technology-split-eco-anti-corrosion-et-purificateur-1.25-cv9000btu-blanc-garantie12mois-8886047.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/06888/1.jpg?8159,True,200 000 FCFA,36%,4.3 out of 5,(3),Maison et bureau
Generic Lampadaire Solaire LED COB,4 068 FCFA,https://www.jumia.sn/lampadaire-solaire-led-cob-generic-mpg33975.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/46019/1.jpg?3861,True,7 976 FCFA,49%,3.4 out of 5,(51),Maison et bureau
Generic Balance De Cuisine Numérique - 5kg - Blanc,2 338 FCFA,https://www.jumia.sn/generic-balance-de-cuisine-numerique-5kg-blanc-8841534.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/51488/1.jpg?9372,True,4 584 FCFA,49%,3.2 out of 5,(26),Maison et bureau
Generic Moustiquaire En Forme Dôme Pop-up Pliable pour Lit 3 places - 2 sorties,8 750 FCFA,https://www.jumia.sn/generic-moustiquaire-en-forme-dome-pop-up-pliable-pour-lit-3-places-2-sorties-9156372.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/36519/1.jpg?2469,False,12 500 FCFA,30%,4.2 out of 5,(13),Maison et bureau
Generic Mini Mixeur de Fruits Portable électrique Rechargeable avec USB - 380ml - Mauve,5 500 FCFA,https://www.jumia.sn/mini-mixeur-de-fruits-portable-electrique-rechargeable-avec-usb-380ml-mauve-generic-mpg39694.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/33988/1.jpg?0464,False,9 000 FCFA,39%,3.3 out of 5,(30),Maison et bureau
Generic Sonde De Thermomètre Numérique,1 500 FCFA,https://www.jumia.sn/generic-sonde-de-thermometre-numerique-9801079.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/01089/1.jpg?9396,True,2 941 FCFA,49%,4 out of 5,(1),Maison et bureau
Generic Distributeur De Dentifrices Automatique - Blanc,4 273 FCFA,https://www.jumia.sn/distributeur-de-dentifrices-automatique-blanc-generic-mpg33178.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/75016/1.jpg?0715,True,8 378 FCFA,49%,3.6 out of 5,(27),Maison et bureau
Nasco NASCO - Batteur Sur Socle - HM945B - 2.3 Litres - 200-250W - Blanc,6 900 FCFA,https://www.jumia.sn/nasco-nasco-batteur-sur-socle-hm945b-2.3-litres-200-250w-blanc-9850838.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/80589/1.jpg?5600,True,12 000 FCFA,43%,4.1 out of 5,(26),Maison et bureau
Lot de 50 Sacs JUMIA Avec Anse Moyen Format – 40 x 45cm,6 200 FCFA,https://www.jumia.sn/jumia-lot-de-50-sacs-jumia-avec-anse-moyen-format-40-x-45cm-9753218.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/23579/1.jpg?3362,True,8 000 FCFA,23%,4.5 out of 5,(15),Maison et bureau
Generic Étagère de Rangement de Chaussures et accésoires - 5 étages,14 900 FCFA,https://www.jumia.sn/etagere-de-rangement-de-chaussures-et-accesoires-5-etages-generic-mpg46595.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/82489/1.jpg?0224,False,27 000 FCFA,45%,4.5 out of 5,(2),Maison et bureau
Generic Tente Moustiquaire - 3 places - 2 sorties,7 900 FCFA,https://www.jumia.sn/generic-tente-moustiquaire-3-places-2-sorties-176003.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/0671/1.jpg?1694,False,12 000 FCFA,34%,3.9 out of 5,(143),Maison et bureau
Generic Réveil Numérique à 7 Couleurs à LED,2 900 FCFA,https://www.jumia.sn/generic-reveil-numerique-a-7-couleurs-a-led-9801083.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/01089/1.jpg?9396,True,5 686 FCFA,49%,2.7 out of 5,(3),Maison et bureau
Generic Lampe De Poche Longue Portée-noir,2 405 FCFA,https://www.jumia.sn/generic-lampe-de-poche-longue-portee-noir-9096356.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/36909/1.jpg?0039,True,4 716 FCFA,49%,4 out of 5,(6),Maison et bureau
Konka Petite Machine à Café Domestique Portable de 300ml avec Tasse de Café,9 900 FCFA,https://www.jumia.sn/konka-petite-machine-a-cafe-domestique-portable-de-300ml-avec-tasse-de-cafe-9801962.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/91089/1.jpg?7798,False,30 000 FCFA,67%,5 out of 5,(2),Maison et bureau
Generic Crochets Adhésifs Transparents - 10 pièces,1 690 FCFA,https://www.jumia.sn/generic-crochets-adhesifs-transparents-10-pieces-9842550.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/52489/1.jpg?6660,True,3 314 FCFA,49%,2.3 out of 5,(4),Maison et bureau
Nasco Presse Agrume électrique - MIXER_JE3000GS - 30W - 0.5 Litre - Blanc,2 900 FCFA,https://www.jumia.sn/nasco-presse-agrume-electrique-mixerje3000gs-30w-0.5-litre-blanc-9850841.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/80589/1.jpg?7366,True,5 000 FCFA,42%,4.1 out of 5,(8),Maison et bureau
Generic Armoire Penderie 3 Battants - MARRON,15 890 FCFA,https://www.jumia.sn/generic-armoire-penderie-3-battants-marron-9368697.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/68639/1.jpg?0578,False,35 000 FCFA,55%,3.2 out of 5,(10),Maison et bureau
Generic Rangement De Chaussures 30 Paires - 10 Étagères,10 000 FCFA,https://www.jumia.sn/rangement-de-chaussures-30-paires-10-etageres-generic-mpg12010.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/91979/1.jpg?6379,False,15 000 FCFA,33%,3.8 out of 5,(10),Maison et bureau
Generic 12PCS 3D Aimant Papillon DIY Stickers - random color,890 FCFA,https://www.jumia.sn/generic-12pcs-3d-aimant-papillon-diy-stickers-random-color-9801081.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/01089/1.jpg?9398,True,1 745 FCFA,49%,4.3 out of 5,(3),Maison et bureau
Generic Anti-moustique Magnétique Ultrasonique Electronique,3 500 FCFA,https://www.jumia.sn/generic-anti-moustique-magnetique-ultrasonique-electronique-9849061.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/09489/1.jpg?8232,False,15 000 FCFA,77%,2 out of 5,(1),Maison et bureau
Mug bouteille Isotherme 12 H - Acier Inoxydable - 350 ml - CA820180,1 900 FCFA,https://www.jumia.sn/canette-isotherme-acier-inoxydable-350-ml-generic-mpg7654.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/7601/1.jpg?4593,False,13 000 FCFA,85%,3.3 out of 5,(51),Maison et bureau
Generic 15 In 1 Malette Boîte à Outils,5 558 FCFA,https://www.jumia.sn/generic-15-in-1-malette-boite-a-outils-9096457.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/46909/1.jpg?7786,True,10 518 FCFA,47%,4.3 out of 5,(4),Maison et bureau
Generic Thermos-Mug Isotherme - Inoxydable - Boisson chaude et froide - 500ml,3 500 FCFA,https://www.jumia.sn/thermos-mug-isotherme-acier-inoxydable-boisson-chaude-et-froide-500ml-b-generic-mpg45669.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/09489/1.jpg?4652,False,5 000 FCFA,30%,4.4 out of 5,(13),Maison et bureau
"Global Air Pack 2 Ventilateur Sur Pied 16"" - Blanc",18 500 FCFA,https://www.jumia.sn/global-air-pack-2-ventilateur-sur-pied-16-blanc-3700112.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/10073/1.jpg?9638,True,29 800 FCFA,38%,3.7 out of 5,(53),Maison et bureau
Roch Split 1CV Anti-corrosion Et Anti-bactérie - 9000BTU - R410 - RAC-S09R4-A - Blanc,145 000 FCFA,https://www.jumia.sn/roch-split-1cv-anti-corrosion-et-anti-bacterie-9000btu-r410-rac-s09r4-a-blanc-8816355.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/36188/1.jpg?1644,True,200 000 FCFA,28%,4.2 out of 5,(20),Maison et bureau
SMART TECHNOLOGY Machine à Café - 0.6L -STPE-1707C - 550W - Noir,10 600 FCFA,https://www.jumia.sn/smart-technology-machine-a-cafe-0.6l-stpe-1707c-550w-noir-9902213.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/22099/1.jpg?7868,True,18 000 FCFA,41%,4.4 out of 5,(14),Maison et bureau
Generic Lampe projecteur Solaire - Détecteur de mouvement - Intelligente 3F,9 900 FCFA,https://www.jumia.sn/generic-lampe-projecteur-solaire-detecteur-de-mouvement-intelligente-3f-9732194.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/12379/1.jpg?1994,False,350 000 FCFA,97%,3.8 out of 5,(5),Maison et bureau
Generic Thermos isotherme Numérique 500 ML CA820882,4 600 FCFA,https://www.jumia.sn/generic-thermos-isotherme-numerique-500-ml-ca820882-9898224.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/28989/1.jpg?8750,False,10 000 FCFA,54%,3.7 out of 5,(13),Maison et bureau
Generic Housse de Chaise de Bureau Pivotante - Noir,750 FCFA,https://www.jumia.sn/generic-housse-de-chaise-de-bureau-pivotante-noir-667393.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/3766/1.jpg?6121,False,1 471 FCFA,49%,2.3 out of 5,(3),Maison et bureau
Generic Mini Ventilateur Usb - Portable Climatiseur couleur aléatoire,3 500 FCFA,https://www.jumia.sn/mini-ventilateur-usb-portable-climatiseur-generic-mpg39729.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/04535/1.jpg?3471,False,12 000 FCFA,71%,1 out of 5,(1),Maison et bureau
Generic Led Lumière 5 Mètre pour La Décoration,7 000 FCFA,https://www.jumia.sn/generic-led-lumiere-5-metre-pour-la-decoration-9977655.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/67799/1.jpg?4456,False,15 000 FCFA,53%,3.5 out of 5,(2),Maison et bureau
Fashion Lot De 4 T-Shirt En Coton à Manches Courtes Pour Hommes,7 900 FCFA,https://www.jumia.sn/lot-de-4-t-shirt-en-coton-a-manches-courtes-pour-hommes-fashion-mpg31616.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/27005/1.jpg?2633,True,16 000 FCFA,51%,3.8 out of 5,(583),Mode
Fashion 2022 Basket Class Pour Homme - Kaki,6 999 FCFA - 7 999 FCFA,https://www.jumia.sn/fashion-2022-basket-class-pour-homme-kaki-6034146.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/14306/1.jpg?3832,True,15 980 FCFA,56%,4.1 out of 5,(148),Mode
Fashion Baskets à Lacets Respirants pour Hommes de Couleur Unie,7 450 FCFA,https://www.jumia.sn/fashion-baskets-a-lacets-respirants-pour-hommes-de-couleur-unie-6042852.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/82406/1.jpg?3360,True,14 608 FCFA,49%,3.9 out of 5,(385),Mode
Starvalley Nouveau Baskets De Mode pour Hommes - Gris,2 990 FCFA - 3 490 FCFA,https://www.jumia.sn/nouveau-baskets-de-mode-pour-hommes-gris-starvalley-mpg37949.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/48263/1.jpg?8943,True,6 843 FCFA - 9 216 FCFA,68%,4.1 out of 5,(361),Mode
Fashion Pantalons Chino pour Homme-Noir,5 400 FCFA - 5 850 FCFA,https://www.jumia.sn/pantalons-chino-pour-homme-noir-fashion-mpg43033.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/83616/1.jpg?3791,True,5 990 FCFA,10%,3.5 out of 5,(228),Mode
Fashion Chaussures Décontractées Pour Femmes,1 900 FCFA,https://www.jumia.sn/chaussures-decontractees-pour-femmes-fashion-mpg43030.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/07029/1.jpg?1607,True,8 000 FCFA,76%,5 out of 5,(3),Mode
Fashion Men's Platform Daddy Shoes Mecha Transformers Sneakers,8 900 FCFA,https://www.jumia.sn/fashion-mens-platform-daddy-shoes-mecha-transformers-sneakers-9796387.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/36979/1.jpg?6294,True,10 567 FCFA,16%,4.6 out of 5,(33),Mode
Fashion Sac à Main Sac à Bandoulière 4 En 1 - Noir,5 240 FCFA,https://www.jumia.sn/fashion-sac-a-main-sac-a-bandouliere-4-en-1-noir-9802475.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/42089/1.jpg?6260,True,10 320 FCFA,49%,,,Mode
Fashion Lot De 4 T-Shirt Bundle 100% Coton T-shirts à Manches Courtes Pour Hommes,7 900 FCFA,https://www.jumia.sn/lot-de-4-t-shirt-bundle-100-coton-t-shirts-a-manches-courtes-pour-hommes-fashion-mpg31615.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/83616/1.jpg?5587,True,16 000 FCFA - 18 627 FCFA,58%,3.8 out of 5,(176),Mode
Fashion 2 anneaux élégants pour couple - argent,2 300 FCFA,https://www.jumia.sn/2-anneaux-elegants-pour-couple-argent-fashion-mpg31542.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/70394/1.jpg?7712,True,4 706 FCFA,51%,3.7 out of 5,(163),Mode
Fashion Baskets à Lacets Respirants de Couleur Unie,6 500 FCFA,https://www.jumia.sn/baskets-a-lacets-respirants-de-couleur-unie-fashion-mpg45209.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/42134/1.jpg?1952,True,14 216 FCFA - 14 608 FCFA,56%,3.8 out of 5,(512),Mode
Fashion 2021 Chaussures De Sport Mode Pour Hommes - Blanc,8 499 FCFA,https://www.jumia.sn/fashion-2021-chaussures-de-sport-mode-pour-hommes-blanc-6034147.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/14306/1.jpg?4342,True,16 076 FCFA - 16 980 FCFA,50%,4.2 out of 5,(112),Mode
Fashion Baskets à Lacets Respirants de Couleur,6 950 FCFA,https://www.jumia.sn/fashion-baskets-a-lacets-respirants-de-couleur-4312560.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/52134/1.jpg?6159,True,12 843 FCFA,46%,3.9 out of 5,(137),Mode
"Fashion 4 t-shirts en coton pour hommes, hauts à manches courtes",7 800 FCFA,https://www.jumia.sn/fashion-4-t-shirts-en-coton-pour-hommes-hauts-a-manches-courtes-9212846.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/82129/1.jpg?6271,True,15 294 FCFA,49%,3.3 out of 5,(21),Mode
Fashion Montre numérique à LED de style carré pour hommes binaire,4 440 FCFA,https://www.jumia.sn/fashion-montre-numerique-a-led-de-style-carre-pour-hommes-binaire-9212860.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/82129/2.jpg?6478,True,8 706 FCFA,49%,3.4 out of 5,(31),Mode
Fashion Sandales Baskets à Lacets Respirants pour Hommes de Couleur Unie,5 800 FCFA,https://www.jumia.sn/fashion-sandales-baskets-a-lacets-respirants-pour-hommes-de-couleur-unie-9421030.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/01249/1.jpg?9624,True,11 569 FCFA - 25 000 FCFA,77%,3.9 out of 5,(74),Mode
Fashion Veste pour hommes col droit veste décontractée - bleu,9 900 FCFA,https://www.jumia.sn/plus-size-mens-jacket-coat-slim-fit-stand-collar-long-sleeve-jacket-blue-fashion-mpg14180.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/73512/1.jpg?2509,True,14 915 FCFA,34%,4.2 out of 5,(387),Mode
Fashion Sac à Main Trois Sacs à Bandoulière - Noir,5 500 FCFA,https://www.jumia.sn/fashion-sac-a-main-trois-sacs-a-bandouliere-noir-9802478.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/42089/1.jpg?2113,True,9 700 FCFA,43%,3 out of 5,(2),Mode
Generic Nouvelle Montre Homme-noir,1 800 FCFA,https://www.jumia.sn/generic-nouvelle-montre-homme-noir-8934722.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/74398/1.jpg?3029,True,3 722 FCFA,52%,3.4 out of 5,(52),Mode
Fashion Montre Homme à Affichage Analogique - Or,2 400 FCFA,https://www.jumia.sn/fashion-montre-homme-a-affichage-analogique-or-6094099.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/04906/1.jpg?4411,True,4 882 FCFA,51%,3.6 out of 5,(88),Mode
Generic Chemises Fleurie Homme Manches Courtes Imprimée,3 773 FCFA - 4 748 FCFA,https://www.jumia.sn/generic-chemises-fleurie-homme-manches-courtes-imprimee-8934761.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/74398/1.jpg?7083,True,7 398 FCFA - 9 496 FCFA,50%,3.8 out of 5,(22),Mode
Fashion Chaussures à Enfiler Pour Hommes,3 900 FCFA,https://www.jumia.sn/fashion-chaussures-a-enfiler-pour-hommes-9207071.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/07029/1.jpg?1609,True,18 000 FCFA,78%,4.8 out of 5,(4),Mode
Generic Chemise Décontractée Pour Hommes,4 598 FCFA,https://www.jumia.sn/generic-chemise-decontractee-pour-hommes-8934753.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/74398/1.jpg?8269,True,9 000 FCFA,49%,3.7 out of 5,(11),Mode
Fashion Chaussures Mocassin Hard-Wearing pour Hommes en Cuir - Noir,4 500 FCFA,https://www.jumia.sn/chaussures-mocassin-hard-wearing-pour-hommes-en-cuir-noir-fashion-mpg39179.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/72979/1.jpg?0397,False,15 000 FCFA,70%,3.3 out of 5,(29),Mode
Fashion Chaussures Basket Pour Homme - Noir,2 950 FCFA,https://www.jumia.sn/fashion-chaussures-basket-pour-homme-noir-9800688.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/60089/1.jpg?9753,True,6 000 FCFA,51%,3.5 out of 5,(4),Mode
Generic Baskets en tissu Blanches Femmes / color,3 900 FCFA,https://www.jumia.sn/generic-baskets-en-tissu-blanches-femmes-color-9826274.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/26289/1.jpg?3682,False,6 000 FCFA,35%,3.5 out of 5,(13),Mode
Fashion Baskets Sci-Fi Pour Hommes - Noir,5 999 FCFA,https://www.jumia.sn/baskets-sci-fi-pour-hommes-noir-fashion-mpg39106.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/05134/1.jpg?8610,True,11 763 FCFA,49%,3.9 out of 5,(231),Mode
Generic Nouvelle Montre Homme-Champagne,1 990 FCFA,https://www.jumia.sn/generic-nouvelle-montre-homme-champagne-8934723.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/74398/1.jpg?6370,True,3 902 FCFA,49%,3.3 out of 5,(36),Mode
Generic Chaussures Décontractées pour Hommes en Cuir PU,2 918 FCFA,https://www.jumia.sn/generic-chaussures-decontractees-pour-hommes-en-cuir-pu-8934773.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/74398/1.jpg?7081,True,5 722 FCFA,49%,3.8 out of 5,(25),Mode
Fashion Running sneakers breathable men's old shoes,8 300 FCFA,https://www.jumia.sn/fashion-running-sneakers-breathable-mens-old-shoes-9796399.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/36979/1.jpg?5549,True,13 080 FCFA,37%,4.7 out of 5,(13),Mode
Fashion Chaussures Basket Pour Homme - Blanc,3 750 FCFA,https://www.jumia.sn/fashion-chaussures-basket-pour-homme-blanc-9800703.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/70089/1.jpg?9752,True,6 000 FCFA,38%,3.6 out of 5,(17),Mode
Generic Baskets Chaussures De Sport Hommes,4 018 FCFA,https://www.jumia.sn/generic-baskets-chaussures-de-sport-hommes-8934750.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/74398/1.jpg?7077,True,8 565 FCFA,53%,3.9 out of 5,(29),Mode
Fashion Baskets De Mode Pour Homme - Beige,8 199 FCFA - 8 499 FCFA,https://www.jumia.sn/fashion-baskets-de-mode-pour-homme-beige-9377487.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/47739/1.jpg?7059,True,16 000 FCFA - 16 076 FCFA,49%,3.9 out of 5,(7),Mode
Fashion Chaussures Basket Pour Homme - Bleu,2 950 FCFA,https://www.jumia.sn/fashion-chaussures-basket-pour-homme-bleu-9800692.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/60089/1.jpg?9749,True,6 000 FCFA,51%,3.5 out of 5,(2),Mode
Generic Chaussures En Cuir D'affaires Pour Hommes - Blanc,8 720 FCFA,https://www.jumia.sn/generic-chaussures-en-cuir-daffaires-pour-hommes-blanc-9732207.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/22379/1.jpg?6608,True,22 000 FCFA,60%,2.5 out of 5,(2),Mode
Fashion Polos Chemise Tee Shirt Vêtements Homme Manches Courtes,4 800 FCFA,https://www.jumia.sn/fashion-polos-chemise-tee-shirt-vetements-homme-manches-courtes-9277138.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/17729/1.jpg?6353,True,9 412 FCFA,49%,3.3 out of 5,(7),Mode
Fashion Chaussures Femme Baskets,1 900 FCFA,https://www.jumia.sn/chaussures-femme-baskets-fashion-mpg39176.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/07029/1.jpg?1607,True,11 000 FCFA,83%,3.7 out of 5,(10),Mode
Fashion Pantalons Chino pour Homme-Gris,5 400 FCFA - 5 630 FCFA,https://www.jumia.sn/pantalons-chino-pour-homme-gris-fashion-mpg46446.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/52379/1.jpg?0341,True,5 990 FCFA,10%,3.3 out of 5,(45),Mode
Fashion Chaussures pour femmes noires,3 200 FCFA,https://www.jumia.sn/fashion-chaussures-pour-femmes-noires-9209187.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/19029/1.jpg?7057,True,4 300 FCFA,26%,3.3 out of 5,(19),Mode
Fashion Men's sports casual platform daddy shoes,8 300 FCFA,https://www.jumia.sn/fashion-mens-sports-casual-platform-daddy-shoes-9796415.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/46979/1.jpg?9766,True,11 514 FCFA,28%,4.6 out of 5,(22),Mode
Generic Tire lait électrique double,22 060 FCFA,https://www.jumia.sn/generic-tire-lait-electrique-double-9981881.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/81899/1.jpg?7021,False,55 800 FCFA,60%,,,Produits pour bébés
Generic Kangourou - Porte Bébé 0 à 12 mois - Baby Carriers - Bleu,4 855 FCFA,https://www.jumia.sn/kangourou-porte-bebe-0-a-12-mois-baby-carriers-bleu-generic-mpg33872.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/20529/1.jpg?1231,False,4 900 FCFA,1%,3.2 out of 5,(20),Produits pour bébés
